city_eng|country_eng|iata_code|name_eng
Bellary|India|BEP|Bellary
Bury St Edmunds|United Kingdom|BEQ|Honington
Berlin|Germany|BER|Berlin Metropolitan Area
Brest|France|BES|Guipavas
Bethel|United States|BET|Bethel Airport
Bedourie|Australia|BEU|Bedourie
Beer Sheba|Israel|BEV|Beer Sheba
Beira|Mozambique|BEW|Beira
Benson|United Kingdom|BEX|RAF Station
Beirut|Lebanon|BEY|Rafic Hariri International Airport
Beru|Kiribati|BEZ|Beru
Bahia Negra|Paraguay|BFA|Bahia Negra
Blue Fox Bay|United States|BFB|Blue Fox Bay
Bloomfield|Australia|BFC|Bloomfield
Bradford|United States|BFD|Bradford
Bielefeld|Germany|BFE|Bielefeld
Scottsbluff|United States|BFF|Scotts Bluff County
Bullfrog Basin|United States|BFG|Bullfrog Basin
Curitiba|Brazil|BFH|Bacacheri
Seattle|United States|BFI|Boeing Field/King County International Airport
Ba|Fiji|BFJ|Ba
Buffalo|United States|BFK|Buffalo Municipal Airport
Bakersfield|United States|BFL|Meadows Field
Mobile|United States|BFM|Mob Aerospace
Buffalo Range|Zimbabwe|BFO|Buffalo Range
Beaver Falls|United States|BFP|Beaver Falls
Bahia Pinas|Panama|BFQ|Bahia Pinas
Bedford|United States|BFR|Virgil I Grissom Muni
Belfast|United Kingdom|BFS|Aldergrove International Airport
Beaufort|United States|BFT|County
Bengbu|China|BFU|Bengbu
Buri Ram|Thailand|BFV|Buri Ram
Sidi Belabbes|Algeria|BFW|Sidi Belabbes
Bafoussam|Cameroon|BFX|Bafoussam
Bucaramanga|Colombia|BGA|Palo Negro
Booue|Gabon|BGB|Booue
Braganca|Portugal|BGC|Braganca
Borger|United States|BGD|Borger
Bainbridge|United States|BGE|Decatur County
Bangui|Central African Republic|BGF|Bangui
Bongouanou|Cote D&#039;Ivoire|BGG|Bongouanou
Boghe|Mauritania|BGH|Abbaye
Bridgetown|Barbados|BGI|Grantley Adams International
Borgarfjordur Eystri|Iceland|BGJ|Borgarfjordur Eystri
Big Creek|Belize|BGK|Big Creek
Baglung|Nepal|BGL|Baglung
Binghamton, NY|United States|BGM|Greater Binghamton
Brueggen|Germany|BGN|R.A.F.
Bergen|Norway|BGO|Bergen Airport, Flesland
Bongo|Gabon|BGP|Bongo
Big Lake|United States|BGQ|Big Lake
Bangor|United States|BGR|Bangor International Airport
Big Spring|United States|BGS|Webb AFB
Bagdad|United States|BGT|Bagdad
Bangassou|Central African Republic|BGU|Bangassou
Bento Goncalves|Brazil|BGV|Bento Goncalves
Baghdad|Iraq|BGW|Al Muthana
Bage|Brazil|BGX|Airport Cmdt. Gustavo Kraemer
Bergamo|Italy|BGY|Orio al Serio
Braga|Portugal|BGZ|Braga
Bahia De Caraquez|Ecuador|BHA|Bahia De Caraquez
Bar Harbor|United States|BHB|Bar Harbor
Bhurban|United States|BHC|Bhurban Heliport
Belfast|United Kingdom|BHD|George Best Belfast City
Blenheim|New Zealand|BHE|Woodbourne Air Station
Bahia Cupica|Colombia|BHF|Bahia Cupica
Brus Laguna|Honduras|BHG|Brus Laguna
Bisha|Saudi Arabia|BHH|Bisha
Bahia Blanca|Argentina|BHI|Comandante
Bhuj|India|BHJ|Rudra Mata
Bukhara|Uzbekistan|BHK|Bukhara
Bahia Angeles|Mexico|BHL|Bahia Angeles
Birmingham|United Kingdom|BHM|Birmingham
Beihan|Yemen|BHN|Beihan
Bhopal|India|BHO|Bhopal
Bhojpur|Nepal|BHP|Bhojpur
Broken Hill|Australia|BHQ|Broken Hill
Bharatpur|Nepal|BHR|Bharatpur Airport
Bathurst|Australia|BHS|Raglan
Brighton Downs|Australia|BHT|Brighton Downs
Bhavnagar|India|BHU|Bhavnagar
Bahawalpur|Pakistan|BHV|Bahawalpur
Sargodha|Pakistan|BHW|Bhagatanwala Apt
Birmingham|United Kingdom|BHX|Birmingham International Airport
Beihai|China|BHY|Beihai
Bastia|France|BIA|Poretta
Baidoa|Somalia|BIB|Baidoa
Big Creek|United States|BIC|Big Creek
Block Island|United States|BID|Block Island
Beatrice|United States|BIE|Beatrice
El Paso|United States|BIF|Biggs Aaf
Big Delta|United States|BIG|Intermediate Field
Bishop|United States|BIH|Bishop
Bikini Atoll|Marshall Islands|BII|Enyu Airfield
Biliau|Papua New Guinea|BIJ|Biliau
Biak|Indonesia|BIK|Frans Kaisepo
Billings|United States|BIL|Billings
Bimini|Bahamas|BIM|International
Bamiyan|Afghanistan|BIN|Bamiyan
Bilbao|Spain|BIO|Sondica
Bulimba|Australia|BIP|Bulimba
Biarritz|France|BIQ|Biarritz Parme
Biratnagar|Nepal|BIR|Biratnagar
Bismarck|United States|BIS|Bismarck
Baitadi|Nepal|BIT|Baitadi
Bildudalur|Iceland|BIU|Bildudalur
Bria|Central African Republic|BIV|Bria
Billiluna|Australia|BIW|Billiluna
Biloxi|United States|BIX|Keesler AFB
Bisho|South Africa|BIY|Bisho
Bimin|Papua New Guinea|BIZ|Bimin
Bejaia|Algeria|BJA|Bejaia
Bojnord|Bosnia And Herzegovina|BJB|Bojnord
Broomfield|United States|BJC|Jeffco
Bakkafjordur|Iceland|BJD|Bakkafjordur
Batsfjord|Norway|BJF|Batsfjord
Bolaang|Indonesia|BJG|Bolaang
Bajhang|Nepal|BJH|Bajhang
Bemidji|United States|BJI|Bemidji
Wooster|United States|BJJ|Wayne County
Benjina|Indonesia|BJK|Benjina
Banjul|Gambia|BJL|Yundum International
Bujumbura|Burundi|BJM|International
Bajone|Mozambique|BJN|Bajone
Bermejo|Argentina|BJO|Bermejo
Braganca Paulista|Brazil|BJP|Braganca Paulista
Bahar Dar|Ethiopia|BJR|Bahar Dar
Bentota River|Sri Lanka|BJT|Bentota River
Bajura|Nepal|BJU|Bajura Arpt
Bodrum|Turkey|BJV|Milas Airport
Bajawa|Indonesia|BJW|Bajawa
Leуn|Mexico|BJX|Del Bajнo International
Belgrade|Serbia|BJY|Batajnica
Badajoz|Spain|BJZ|Talaveral La Real
Moscow|Russian Federation|BKA|Bykovo
Bikaner|India|BKB|Bikaner
Buckland|United States|BKC|Buckland
Breckenridge|United States|BKD|Stephens County
Baker|United States|BKE|Baker
Katmai National Park|United States|BKF|Lake Brooks SPB
Kekaha|United States|BKH|Barking Sands PMRF
Kota-Kinabalu|Malaysia|BKI|Kota-Kinabalu International Airport
Boke|Guinea|BKJ|Boke
Bangkok|Thailand|BKK|Suvarnabhumi International
Cleveland|United States|BKL|Burke Lakefront
Bakalalan|Malaysia|BKM|Bakalalan
Birni Nkoni|Niger|BKN|Birni Nkoni
Bamako|Mali|BKO|Bamako
Barkly Downs|Australia|BKP|Barkly Downs
Blackall|Australia|BKQ|Blackall
Bokoro|Chad|BKR|Bokoro
Bengkulu|Indonesia|BKS|Padangkemiling
Blackstone|United States|BKT|Blackstone AAF
Betioky|Madagascar|BKU|Betioky
Beckley|United States|BKW|Beckley
Brookings|United States|BKX|Brookings
Bukavu|Democratic Republic Of Congo|BKY|Kavumu
Bukoba|Tanzania|BKZ|Bukoba
Barcelona|Venezuela|BLA|Gen J A Anzoategui
Balboa|Panama|BLB|Balboa
Bali|Cameroon|BLC|Bamenda
Boulder City|United States|BLD|Boulder City
Borlange|Sweden|BLE|Dala Airport
Princeton|United States|BLF|Princeton
Belaga|Malaysia|BLG|Belaga
Blythe|United States|BLH|Blythe
Bellingham|United States|BLI|Bellingham
Batna|Algeria|BLJ|Batna
Blackpool|United Kingdom|BLK|Blackpool Airport
Billund|Denmark|BLL|Billund
Belmar - Farmingdale|United States|BLM|Monmouth Executive Airport
Benalla|Australia|BLN|Benalla
Blonduos|Iceland|BLO|Blonduos
Bellavista|Peru|BLP|Bellavista
Bologna|Italy|BLQ|Guglielmo Marconi
Bangalore|India|BLR|Bangalore International Airport
Bollon|Australia|BLS|Bollon
Blackwater|Australia|BLT|Blackwater
Blue Canyon|United States|BLU|Blue Canyon
Belleville|United States|BLV|Belleville
Waimanalo|United States|BLW|Bellows Field
Belluno|Italy|BLX|Belluno
Belmullet|Ireland|BLY|Belmullet
Blantyre|Malawi|BLZ|Chileka
Stockholm|Sweden|BMA|Bromma
Bumba|Democratic Republic Of Congo|BMB|Bumba
Brigham City|United States|BMC|Brigham City
Belo|Madagascar|BMD|Belo
Broome, Western Australia|Australia|BME|Broome
Bakouma|Central African Republic|BMF|Bakouma
Bloomington|United States|BMG|Bloomington
Bomai|Papua New Guinea|BMH|Bomai
Bloomington/Normal, IL|United States|BMI|Central Illinois Regional Airport at Bloomington-Normal
Baramita|Guyana|BMJ|Baramita
Borkum|Germany|BMK|Borkum
Berlin|United States|BML|Berlin Municipal Airport
Bitam|Gabon|BMM|Bitam
Bamerny|Iraq|BMN|Bamerny
Bhamo|Myanmar|BMO|Bhamo
Brampton Island|Australia|BMP|Brampton Island
Bamburi|Kenya|BMQ|Bamburi
Baltrum Island|Germany|BMR|Baltrum
Brumado|Brazil|BMS|Brumado
Beaumont|United States|BMT|Beaumont Muni
Bima|Indonesia|BMU|Bima
Banmethuot|Vietnam|BMV|Phung-Duc
Bordj Badji Mokhtar|Algeria|BMW|Bordj Badji Mokhtar
Big Mountain|United States|BMX|Big Mountain
Belep Island|New Caledonia|BMY|Belep Island
Bamu|Papua New Guinea|BMZ|Bamu
Nashville, TN|United States|BNA|Nashville International
Boende|Democratic Republic Of Congo|BNB|Boende
Beni|Democratic Republic Of Congo|BNC|Beni
Bandar Abbas|Iran|BND|Bandar Abbas
Brisbane|Australia|BNE|Brisbane International
Baranof|United States|BNF|Warm Spring Bay SPB
Banning|United States|BNG|Banning
Hartford|United States|BNH|Barnes
Benin City|Nigeria|BNI|Benin City
Ballina|Australia|BNK|Ballina Byron Gateway
Barnwell, SC|United States|BNL|Barnwell Regional
Bodinumu|Papua New Guinea|BNM|Bodinumu
Bronnoysund|Norway|BNN|Bronnoy
Burns|United States|BNO|Burns
Bannu|Pakistan|BNP|Bannu
Baganga|Philippines|BNQ|Baganga
Banfora|Burkina Faso|BNR|Banfora
Barinas|Venezuela|BNS|Barinas
Bundi|Papua New Guinea|BNT|Bundi
Blumenau|Brazil|BNU|Blumenau
Boana|Papua New Guinea|BNV|Boana
Boone|United States|BNW|Boone
Banja Luka|Bosnia And Herzegovina|BNX|Banja Luka
Bellona|Solomon Islands|BNY|Bellona
Banz|Papua New Guinea|BNZ|Banz
Boma|Democratic Republic Of Congo|BOA|Boma
Bora Bora|French Polynesia|BOB|Motu-mute
Bocas Del Toro|Panama|BOC|Bocas Del Toro
Bordeaux|France|BOD|Mйrignac
Boundji|Congo|BOE|Boundji
Washington|Canada|BOF|Bolling AFB
Bogota|Colombia|BOG|Eldorado International
Bournemouth|United Kingdom|BOH|Bournemouth International
Boise, ID|United States|BOI|Boise Air Terminal/Gowen Field
Bourgas|Bulgaria|BOJ|Bourgas
Brookings|United States|BOK|Brookings State
Bally Kelly|United Kingdom|BOL|Bally Kelly
Mumbai|India|BOM|Chhatrapati Shivaji International
Kralendijk|Netherlands Antilles|BON|Flamingo International
Bodo|Norway|BOO|Bodo
Bouar|Central African Republic|BOP|Bouar
Boku|Papua New Guinea|BOQ|Boku
Belfort|France|BOR|Fontaine
Boston|United States|BOS|Logan International
Boset|Papua New Guinea|BOT|Boset
Bourges|France|BOU|Bourges
Boang|Papua New Guinea|BOV|Boang
Bartow|United States|BOW|Bartow
Borroloola|Australia|BOX|Borroloola
Bobo Dioulasso|Burkina Faso|BOY|Borgo
Bozoum|Central African Republic|BOZ|Bozoum
Bethpage|United States|BPA|Grumman
Boridi|Papua New Guinea|BPB|Boridi
Bamenda|Cameroon|BPC|Bamenda
Bapi|Papua New Guinea|BPD|Bapi
Bagan|Central African Republic|BPE|Bagan
Batuna|Solomon Islands|BPF|Batuna Aerodrome
Barra Do Garcas|Brazil|BPG|Barra Do Garcas
Bislig|Philippines|BPH|Bislig
Big Piney|United States|BPI|Big Piney-marbleton
Biangabip|Papua New Guinea|BPK|Biangabip
Balikpapan|Indonesia|BPN|Sepingan
Porto Seguro|Brazil|BPS|Porto Seguro
Beaumont|United States|BPT|Jefferson County
Beppu|Japan|BPU|Beppu
Bangda|China|BPX|Qamdo Bangda
Besalampy|Madagascar|BPY|Besalampy
Baler|Philippines|BQA|Baler
Bussellton|Australia|BQB|Bussellton
Bubaque|Guinea-Bissau|BQE|Bubaque
Biggin Hill|United Kingdom|BQH|London Biggin Hill
Bagani|Mali|BQI|Bagani
Brunswick|United States|BQK|Glynco Jetport
Boulia|Australia|BQL|Boulia
Aguadilla|Puerto Rico|BQN|Borinquen
Bouna|Cote D&#039;Ivoire|BQO|Bouna
Barra|United Kingdom|BQQ|Barra
Blagoveschensk|Russian Federation|BQS|Ignatievo
Brest|Belarus|BQT|Brest
Bequia|Saint Vincent and the Grenadines|BQU|J.F. Mitchell
Gustavus|United States|BQV|Bartlett SPB
Balgo Hills|Australia|BQW|Balgo Hills
Barreiras|Brazil|BRA|Barreiras
Barreirinhas|Brazil|BRB|Barreirinhas
San Carlos DeBariloche|Argentina|BRC|International
Brainerd, MN|United States|BRD|Brainerd Lakes Regional
Bremen|Germany|BRE|Bremen
Bradford|United Kingdom|BRF|Bradford
Whitesburg|United States|BRG|Municipal
Brahman|Papua New Guinea|BRH|Brahman
Bari|Italy|BRI|Palese
Bright|Australia|BRJ|Bright
Bourke|Australia|BRK|Bourke
Burlington|United States|BRL|Burlington
Barquisimeto|Venezuela|BRM|Barquisimeto
Berne|Switzerland|BRN|Belp
Brownsville|United States|BRO|South Padre Is. Intl
Biaru|Papua New Guinea|BRP|Biaru
Brno|Czech Republic|BRQ|Turany
Barra|United Kingdom|BRR|North Bay
Bristol|United Kingdom|BRS|Bristol
Bathurst Island|Australia|BRT|Bathurst Island
Brussels|Belgium|BRU|Brussels Airport
Bremerhaven|Germany|BRV|Bremerhaven
Barrow|United States|BRW|Wiley Post/W.Rogers M
Barahona|Dominican Republic|BRX|Barahona
Bardstown, KY|United States|BRY|Samuels Field
Borotou|Cote D&#039;Ivoire|BRZ|Borotou
Bossaso|Somalia|BSA|Bossaso
Brasilia|Brazil|BSB|Presidente Juscelino Kubitschek
Bahia Solano|Colombia|BSC|Bahia Solano
Baoshan|China|BSD|Baoshan
Sematan|Malaysia|BSE|Sematan
Pohakuloa|Finland|BSF|Bradshaw AAF
Bata|Equatorial Guinea|BSG|Bata
Brighton|United Kingdom|BSH|Brighton
Blairsville|United States|BSI|Blairsville
Bairnsdale|Australia|BSJ|Bairnsdale
Biskra|Algeria|BSK|Biskra
Mulhouse/basel|Switzerland|BSL|Euroairport Basel Mulhouse Freiburg
Bishe-kola|Iran|BSM|Bishe-kola
Bossangoa|Central African Republic|BSN|Bossangoa
Basco|Philippines|BSO|Basco
Bensbach|Papua New Guinea|BSP|Bensbach
Bisbee|United States|BSQ|Bisbee Municipal Arpt
Basra|Iraq|BSR|International
Balsas|Brazil|BSS|Balsas
Bost|Afghanistan|BST|Bost
Basankusu|Zaire|BSU|Basankusu
Besakoa|Papua New Guinea|BSV|Besakoa
Boswell Bay|United States|BSW|Boswell Bay
Bassein|Myanmar|BSX|Bassein
Bardera|Somalia|BSY|Bardera
Bartletts|United States|BSZ|Bartletts
Yaoundй|Cameroon|BTA|Yaoundй
Betou|Congo|BTB|Betou
Batticaloa|Sri Lanka|BTC|Batticaloa
Brunette Downs|Australia|BTD|Brunette Downs
Bonthe|Sierra Leone|BTE|Bonthe
Bountiful|United States|BTF|Salt Lake Skypark
Batangafo|Central African Republic|BTG|Batangafo
Batam|Indonesia|BTH|Hang Nadim
Barter Island|United States|BTI|Barter Island
Banda Aceh|Indonesia|BTJ|Sultan Lskandarmuda Airport
Bratsk|Russian Federation|BTK|Bratsk
Battle Creek|United States|BTL|WK Kellogg Regional
Butte, (MT)|United States|BTM|Bert Mooney Airport
Bennettsville|United States|BTN|Bennettsville
Botopasie|Suriname|BTO|Botopasie
Butler|United States|BTP|Butler County - Kenny Scholter Field
Butare|Rwanda|BTQ|Butare
Baton Rouge|United States|BTR|Ryan
Bratislava|Slovakia|BTS|M. R. Љtefбnika
Bettles|United States|BTT|Bettles
Bintulu|Malaysia|BTU|Bintulu
Burlington|United States|BTV|Burlington International
Batu Licin|Indonesia|BTW|Batu Licin
Betoota|Australia|BTX|Betoota
Beatty|United States|BTY|Beatty
Bursa|Turkey|BTZ|Bursa Airport
Buka|Papua New Guinea|BUA|Buka
Burwell|United States|BUB|Municipal
Burketown|Australia|BUC|Burketown
Budapest|Hungary|BUD|Ferihegy
Benguela|Angola|BUG|Gen V Deslandes
Bokondini|Indonesia|BUI|Bokondini
Boussaada|Algeria|BUJ|Ain Eddis
Albuq|Yemen|BUK|Albuq
Bulolo|Papua New Guinea|BUL|Bulolo
Butler|United States|BUM|Butler
Buenaventura|Colombia|BUN|Buenaventura
Burao|Ethiopia|BUO|Burao
Bhatinda|India|BUP|Bhatinda
Bulawayo|Zimbabwe|BUQ|Bulawayo
Burbank|United States|BUR|Bob Hope
Batumi|Georgia|BUS|Batumi
Burtonwood|United Kingdom|BUT|Burtonwood
Buyo|Cote D&#039;Ivoire|BUU|Buyo
Bella Union|Uruguay|BUV|Bella Union
Baubau|Indonesia|BUW|Baubau
Bunia|Democratic Republic Of Congo|BUX|Bunia
Bunbury|Australia|BUY|Bunbury
Bushehr|Iran|BUZ|Bushehr
Paris|France|BVA|Beauvais-Tille
Boa Vista|Brazil|BVB|Boa Vista
Boa Vista|Cape Verde|BVC|Rabil
Beaver Inlet|United States|BVD|Sea Port
Brive-La-Gaillarde|France|BVE|Laroche
Bua|Fiji|BVF|Dama
Berlevag|Norway|BVG|Berlevag
Vilhena|Brazil|BVH|Vilhena
Birdsville, Queensland|Australia|BVI|Birdsville
Huacaraje|Bolivia|BVK|Huacaraje
Baures|Bolivia|BVL|Baures
Belmonte|Brazil|BVM|Belmonte
Bartlesville|United States|BVO|Bartlesville
Bolovip|Papua New Guinea|BVP|Bolovip
Brava|United States|BVR|Esperadinha
Breves|Brazil|BVS|Breves
Beluga|United States|BVU|Beluga
Batavia Downs|Australia|BVW|Batavia Downs
Batesville|United States|BVX|Municipal
Beverly|United States|BVY|Beverly Municiple Airport
Beverley Springs|Australia|BVZ|Beverley Springs
Bhairawa|Nepal|BWA|Bhairawa
Barrow Island|Australia|BWB|Barrow Island
Brawley|United States|BWC|Brawley
Brownwood|United States|BWD|Brownwood
Braunschweig|Germany|BWE|Braunschweig
Barrow-In-Furness|United Kingdom|BWF|Walney Island
Bowling Green|United States|BWG|Warren County
Butterworth|Malaysia|BWH|Butterworth
Baltimore/Washington|United States|BWI|Baltimore/Washington International Thurgood Marshall Airport
Bawan|Papua New Guinea|BWJ|Bawan
Bol|Croatia|BWK|Bol
Blackwell|United States|BWL|Blackwell
Bowman|United States|BWM|Bowman
Bandar Seri Begawan|Brunei Darussalam|BWN|Bandar Seri Begwan International Airport
Balakovo|Russian Federation|BWO|Balakovo
Bewani|Papua New Guinea|BWP|Bewani
Brewarrina|Australia|BWQ|Brewarrina
Blaine|United States|BWS|Blaine
Burnie|Australia|BWT|Burnie Wynyard
Sydney|Australia|BWU|Sydney Bankstown
Woodbridge|United Kingdom|BWY|Bentwaters St
Bogalusa|United States|BXA|George R Carr
Babo|Indonesia|BXB|Babo
Boxborough|United States|BXC|Boxborough
Bade|Indonesia|BXD|Bade
Bakel|Senegal|BXE|Bakel
Belburn|Norway|BXF|Belburn
Bendigo|Australia|BXG|Bendigo
Balhash|Kazakhstan|BXH|Balhash
Boundiali|Cote D&#039;Ivoire|BXI|Boundiali
Burundai|Kazakhstan|BXJ|Burundai
Buckeye|United States|BXK|Buckeye Municipal
Blue Lagoon|Fiji|BXL|Blue Lagoon
Batom|Indonesia|BXM|Batom
Bodrum|Turkey|BXN|Imsik Airport
Buochs|Guinea-Bissau|BXO|Buochs
Bam|Iran|BXR|Bam
Borrego Springs|United States|BXS|Borrego Springs
Bontang|Indonesia|BXT|Bontang
Butuan|Philippines|BXU|Butuan
Breiddalsvik|Iceland|BXV|Breiddalsvik
Borama|Somalia|BXX|Borama International
Bunsil|Papua New Guinea|BXZ|Bunsil
Boundary|United States|BYA|Boundary
Dibaa|United Arab Emirates|BYB|Dibaa
Yacuiba|Bolivia|BYC|Yacuiba
Beidah|Yemen|BYD|Beidah
Buffalo|United States|BYG|Municipal
Blytheville|United States|BYH|Blytheville AFB
Rupert|United States|BYI|Rupert
Bouake|Cote D&#039;Ivoire|BYK|Bouake
Bella Yella|Liberia|BYL|Bella Yella
Bayamo|Cuba|BYM|C.M. de Cespedes
Bayankhongor|Mongolia|BYN|Bayankhongor
Bonito|Brazil|BYO|Bonito Airport
Bunyu|Indonesia|BYQ|Bunyu
Laeso Island|Denmark|BYR|Laeso Airport
Fort Irwin|United States|BYS|Bicycle Lake AAF
Bantry|Ireland|BYT|Bantry
Bayreuth|Germany|BYU|Bindlacher-Berg
Blakely Island|United States|BYW|Blakely Island
Baniyala|Australia|BYX|Baniyala
Bonanza|Nicaragua|BZA|San Pedro
Bazaruto Island|Mozambique|BZB|Bazaruto Island
Buzios|Brazil|BZC|Buzios
Balranald|Australia|BZD|Balranald
Belize City|Belize|BZE|Philip S.W.Goldson Int
Bydgoszcz|Poland|BZG|Bydgoszcz I. J. Paderewski Airport
Bumi Hills|Zimbabwe|BZH|Bumi Hills
Balikesir|Turkey|BZI|Balikesir
Briansk|Russian Federation|BZK|Briansk
Barisal|Bangladesh|BZL|Barisal
Bergen Op Zoom|Netherlands|BZM|Woensdrecht
Bozeman|United States|BZN|Gallatin Field
Bolzano|Italy|BZO|Bolzano
Bizant|Australia|BZP|Bizant
Beziers|France|BZR|Beziers Vias
Washington|United States|BZS|Buzzards Pt S
Brazoria|United States|BZT|Hinkles Ferry
Buta|Democratic Republic Of Congo|BZU|Buta
Brazzaville|Congo|BZV|Maya Maya
Beltsy|Moldova|BZY|Beltsy
Oxford|United Kingdom|BZZ|Raf Brize Norton
Catacamas|Honduras|CAA|Catacamas
Cabinda|Angola|CAB|Cabinda
Cascavel|Brazil|CAC|Cascavel
Cadillac|United States|CAD|Cadillac
Columbia, SC|United States|CAE|Metropolitan Airport
Carauari|Brazil|CAF|Carauari
Cagliari|Italy|CAG|Elmas
Ca Mau|Vietnam|CAH|Ca Mau
Cairo|Egypt|CAI|Cairo International
Canaima|Venezuela|CAJ|Canaima
Akron/Canton, OH|United States|CAK|Akron/canton Regional
Campbeltown|United Kingdom|CAL|Machrihanish
Camiri|Bolivia|CAM|Camiri
Guangzhou|China|CAN|New Baiyun
Clayton|United States|CAO|Clayton
Cap Haitien|Haiti|CAP|Cap Haitien
Caucasia|Colombia|CAQ|Caucasia
Caribou|United States|CAR|Municipal
Casablanca|Morocco|CAS|Anfa
Cat Island|Bahamas|CAT|New Bight
Caruaru|Brazil|CAU|Caruaru
Cazombo|Angola|CAV|Cazombo
Campos|Brazil|CAW|Bartolomeu Lisandro
Carlisle|United Kingdom|CAX|Carlisle
Cayenne|French Guiana|CAY|Rochambeau
Cobar|Australia|CAZ|Cobar
Corner Bay|United States|CBA|Corner Bay
Cochabamba|Bolivia|CBB|J Wilsterman
Cherrabun|Australia|CBC|Cherrabun
Car Nicobar|India|CBD|Car Nicobar
Cumberland|United States|CBE|Wiley Ford
Council Bluffs|United States|CBF|Municipal
Cambridge|United Kingdom|CBG|Cambridge
Bechar|Algeria|CBH|Leger
Cape Barren Island|Australia|CBI|Cape Barren Island
Cabo Rojo|Dominican Republic|CBJ|Cabo Rojo
Colby|United States|CBK|Municipal
Ciudad Bolivar|Venezuela|CBL|Ciudad Bolivar
Columbus|United States|CBM|Columbus AFB
Cirebon|Indonesia|CBN|Penggung
Cotabato|Philippines|CBO|Awang
Coimbra|Portugal|CBP|Coimbra
Calabar|Nigeria|CBQ|Calabar
Canberra|Australia|CBR|Canberra
Cabimas|Venezuela|CBS|Oro Negro
Catumbela|Angola|CBT|Catumbela
Cottbus|Germany|CBU|Cottbus
Coban|Guatemala|CBV|Coban
Campo Mourao|Brazil|CBW|Campo Mourao
Condobolin|Australia|CBX|Condobolin
Canobie|Australia|CBY|Canobie
Cabin Creek|United States|CBZ|Cabin Creek
Fort Chaffee|Haiti|CCA|Chaffee AFB
Upland, CA|United States|CCB|Cable Airport
Cayo Coco|Cuba|CCC|Cayo Coco
Los Angeles|United States|CCD|Century City
St Martin|Guadeloupe|CCE|Grand Case
Carcassonne|France|CCF|Salvaza
Crane|United States|CCG|Crane County Arpt
Chile Chico|Chile|CCH|Chile Chico
Concordia|Brazil|CCI|Concordia
Kozhikode|India|CCJ|Kozhikode Airport
Cocos Islands|Cocos (Keeling) Islands|CCK|Cocos Islands
Chinchilla|Australia|CCL|Chinchilla
Criciuma|Brazil|CCM|Criciuma
Chakcharan|Afghanistan|CCN|Chakcharan
Carimagua|Colombia|CCO|Carimagua
Concepcion|Chile|CCP|Carriel Sur
Cachoeira|Brazil|CCQ|Cachoeira
Concord|United States|CCR|Buchanan Fld
Caracas|Venezuela|CCS|Simon Bolivar International Airport
Colonia Catriel|Argentina|CCT|Colonia Catriel
Kolkata|India|CCU|Netaji Subhas Chandra
Craig Cove|Vanuatu|CCV|Craig Cove
Cowell|Australia|CCW|Cowell
Caceres|Brazil|CCX|Caceres
Charles City|United States|CCY|Municipal
Chub Cay|Bahamas|CCZ|Chub Cay
Cooinda|Australia|CDA|Cooinda
Cold Bay|United States|CDB|Cold Bay
Cedar City|United States|CDC|Cedar City
Cauquira|Honduras|CDD|Cauquira
Caledonia|Panama|CDE|Caledonia
Paris|France|CDG|Charles De Gaulle
Camden|United States|CDH|Harrell Fld
Cachoeiro Itapemirim|Brazil|CDI|Cachoeiro Itapemirim
Conceicao Do Araguaia|Brazil|CDJ|Conceicao Do Araguaia
Cedar Key|United States|CDK|Lewis
Candle|United States|CDL|Candle
Camden|United States|CDN|Woodward Fld
Cradock|South Africa|CDO|Cradock
Cuddapah|India|CDP|Cuddapah
Croydon|Australia|CDQ|Croydon
Chadron|United States|CDR|Chadron
Childress|United States|CDS|Childress
Camden|Australia|CDU|Camden
Cordova|United States|CDV|Mudhole Smith
Caldwell, NJ|United States|CDW|Caldwell Wright
Cagayan De Sulu|Philippines|CDY|Cagayan De Sulu
Cadiz|Spain|CDZ|Cadiz
Wichita|United States|CEA|Cessna Aircraft Field
Cebu|Philippines|CEB|Mactan-Cebu International
Crescent City|United States|CEC|Mc Namara Fld
Ceduna|Australia|CED|Ceduna
Cherepovets|Russian Federation|CEE|Cherepovets
Springfield|United States|CEF|Westover Metro Arpt
Chester|United Kingdom|CEG|Chester
Chelinda|Malawi|CEH|Chelinda
Chiang Rai|Thailand|CEI|Chiang Rai
Chernigov|Ukraine|CEJ|Chernigov
Chelyabinsk|Russian Federation|CEK|Chelyabinsk
Cape Eleuthera|Bahamas|CEL|Cape Eleuthera
Central|United States|CEM|Central
Ciudad Obregon|Mexico|CEN|Ciudad Obregon
Waco Kungo|Angola|CEO|Waco Kungo
Concepcion|Bolivia|CEP|Concepcion
